valerian,0.162053,-0.00248778,-0.0106632,0.0784068,-0.0777281,-0.0534361,-0.0079092,-0.0302314,0.0226522,0.0712325,-0.0810524,0.0832387,-0.0633551,0.0149388,-0.0423943,-0.110126,0.00407557,0.0594794,-0.059135,-0.0766046,-0.0700743,-0.0390755,0.0976087,0.0190771,-0.00529537,-0.0978,0.13293,0.000640903,-0.0467419,-0.103109,0.114396,-0.0992374,-0.035942,0.214001,0.094163,-0.0152279,-0.140526,0.115841,-0.132167,-0.0664927,-0.0473766,-0.160671,0.0425131,0.103597,0.201869,0.0721755,-0.187997,0.0202665,-0.102961,-0.0625463,-0.105909,0.0531927,0.0626303,-0.112715,0.155883,-0.0823518,0.0566305,-0.0285579,0.0382856,0.0984869,-0.0274187,0.224606,-0.0396923,0.0678612,-0.0343568,-0.00136079,-0.0174052,0.0275358,0.032067,0.155932,-0.0662741,0.00954984,0.0262432,0.0445923,0.0551631,0.106442,0.0860895,0.0368667,0.097166,-0.0393008,0.207103,0.115376,0.0960435,-0.155724,-0.115654,0.0832238,-0.0137691,-0.00354793,-0.0691491,0.205464,-0.0475092,-0.00145471,0.108985,-0.0890363,0.0802876,-0.0232581,0.109843,-0.129521,0.0889661,0.0110469,-0.0183834,0.0478717,0.0598717,0.111303,-0.120609,-0.034072,0.0546685,0.0445717,-0.0398958,0.0764584,0.120156,-0.0844902,0.0482753,-0.113186,0.0266999,-0.0467448,0.0244152,-0.0383395,0.0866659,-0.0252902,0.0108987,0.119309,-0.0914464,0.0552734,0.120953,-0.0358596,-0.0286868,0.121023,
root,-0.117357,0.0124082,0.0293083,-0.0922133,0.0185778,-0.0292191,0.0124353,0.172064,0.0820402,0.00113203,0.0548255,-0.111421,-0.0737648,-0.135307,-0.00525099,-0.169816,-0.0923653,0.131679,-0.07921,-0.0640812,0.16734,0.0669723,0.0397263,0.0428069,0.0654606,-0.18712,0.00872779,-0.0605793,0.0845943,-0.0134717,-0.129631,-0.0863634,-0.0835502,0.0382652,-0.0548414,0.0235434,0.103687,0.0513778,-0.0809194,-0.00985195,-0.182721,0.0129553,-0.0731549,-0.0992482,-0.0956638,-0.0121535,-0.0644533,0.00880412,-0.265416,0.0223447,0.0719857,0.086666,0.0888546,0.0162865,-0.0619279,-0.113956,-0.0546891,-0.145255,0.0777453,0.182412,0.063324,-0.180505,0.0293162,-0.0872811,-0.0557911,0.0691089,0.00574697,-0.0803344,0.012332,0.0223833,-0.16714,-0.105314,0.00104152,-0.017624,-0.0952089,0.0572162,-0.010051,0.0937452,-0.0213859,0.0430609,0.0732345,0.00142511,0.0452386,0.0483052,-0.0666057,0.145791,-0.0942502,-0.0257844,0.0404807,0.108258,-0.163227,-0.0739842,-0.0445285,-0.0415101,5.03152e-05,0.0978885,-0.0234677,0.0681214,-0.127984,-0.0696951,0.0732386,0.105495,0.0267515,0.123029,0.114263,-0.00888843,-0.0794748,0.00804539,-0.0306513,-0.101503,0.13932,-0.0077948,-0.118504,-0.0481718,0.128876,0.0272575,-0.0520365,-0.122528,-0.0794604,-0.0809242,-0.0979603,0.068338,-0.0569675,0.096764,0.0257808,-0.115452,-0.0769839,0.104937,
zero,0.0149854,0.0238356,-0.0724028,0.0221544,0.099595,0.0317001,0.033528,-0.0493569,-0.044117,0.035762,0.0826666,0.0144282,-0.0562042,-0.00551474,-0.0434849,-0.0577394,-0.00401621,0.048782,-0.105758,-0.0249838,0.000319997,-0.0175226,0.036812,-0.0139113,0.0158387,-0.116026,0.0656226,-0.0437876,0.118773,-0.0876236,-0.0172374,-0.00286662,0.052746,-0.0819083,-0.0409874,-0.0585455,-0.0234972,0.0907309,-0.113721,-0.0225059,0.0215684,-0.0907221,-0.119424,0.0354941,0.0102858,-0.0390348,-0.0942755,-0.0153286,-0.172233,0.0550446,-0.0680258,0.0348848,-0.024359,0.0567717,0.0421493,0.0865893,-0.0515784,0.00966926,-0.104442,0.0300814,-0.116566,0.0863504,-0.0366693,-0.0127679,-0.0442304,-0.0411963,-0.0812654,-0.0025799,0.0559308,-0.002898,-0.047224,-0.050206,0.117521,0.0287907,0.0412456,0.0728936,-0.0809096,-0.0981119,0.0160661,0.0493693,0.0752701,-0.087683,0.00996602,0.0796476,0.0271573,-0.0300819,0.0826564,-0.0343479,-0.105061,-0.0560981,-0.0786471,-0.106262,0.0158389,-0.0474539,-0.024646,0.126342,0.0920367,-0.0551032,0.147155,-0.0178529,0.259291,-0.0711043,0.453142,-0.0300954,0.06934,-0.0280134,0.0263302,-0.00632065,-0.0947026,0.0731331,0.0273917,-0.0454325,-0.0793785,-0.0116719,-0.00791084,0.0679137,0.0275657,0.0162179,0.0617441,-0.0104832,-0.036421,-0.016709,-0.0222378,-0.0216157,0.496829,-0.012734,0.0212227,0.0357256,
author,0.00221246,0.0654714,-0.0388012,-0.0173778,0.0464904,-0.217921,-0.000878548,0.0782435,0.10663,-0.0208941,0.0780882,-0.171933,0.0255144,-0.110309,0.098295,-0.00813646,0.00931787,0.0466843,-0.0253139,0.0505649,-0.0172959,-0.0300459,0.285978,0.114236,-0.0568904,0.0145025,0.0711232,0.0231642,-0.118217,-0.0989975,-0.00128464,0.0925463,-0.0363774,-0.0377476,0.0363103,-0.059978,-0.0986304,0.0597664,-0.0953611,-0.198178,-0.0462848,0.175232,0.146261,0.0827909,0.072764,-0.0160898,-0.0483222,-0.0990719,0.0967268,-0.0406634,-0.0457398,0.00338401,-0.0638079,-0.0157136,-0.107419,0.0731512,0.0969252,0.0419183,0.0432726,0.0537836,0.119086,-0.126613,-0.0270749,0.0340667,0.0573286,0.0797184,0.126661,0.0632173,-0.0863049,-0.04811,-0.111774,-0.0258044,-0.09821,-0.142471,0.0414563,0.0878653,-0.16679,-0.205686,0.103963,0.0692491,0.0397069,-0.0780249,0.0956547,-0.0579901,0.235867,-0.12463,0.00906694,-0.0499958,-0.0527483,0.0176207,0.101495,0.0933771,-0.023792,0.0535394,0.128877,-0.00958777,0.097727,-0.1477,-0.122568,0.0673502,-0.0309517,-0.0850063,0.00834356,0.032963,0.173704,-0.040252,-0.00529228,0.0327461,-0.024306,0.099116,0.0409237,-0.049442,0.0800541,-0.0725688,0.0752194,-0.179843,0.0214407,0.00192425,-0.0386961,-0.0612161,-0.0200824,0.0660358,-0.0194997,0.0046756,0.0103424,-0.0906251,0.0586761,0.0293897,
feeling,0.0393013,-0.112233,0.00554222,-0.0384358,0.0698454,-0.0139805,-0.0562891,-0.0231583,0.0632315,0.112403,0.104992,0.0273973,-0.0144124,-0.15567,-0.00216968,-0.096987,-0.140161,0.0952713,0.0101398,0.0650906,-0.0112985,0.0078852,0.00175759,-0.105797,0.00624367,0.0836826,0.0686088,-0.165226,0.139779,-0.00595476,-0.0269758,-0.0792479,0.114321,0.0892083,0.0154321,0.0244603,-0.0312968,0.107687,-0.0447984,-0.0946198,-0.0321654,-0.0670819,0.0297255,0.248169,0.00513451,-0.0305186,0.0680697,-0.044164,-0.0463259,-0.124827,-0.19888,-0.0693997,0.0645637,0.00540078,-0.0315791,-0.0896422,0.0125616,0.000776727,0.0100064,0.00574357,0.105697,-0.214684,0.00568268,0.0352765,-0.0664316,0.0220938,0.0193197,0.208058,0.0546106,-0.143447,-0.0650373,0.0598597,-0.0514853,0.0379076,0.0874581,-0.0182765,-0.103434,-0.123454,-0.065887,0.129689,-0.0612948,-0.0853475,-0.0430705,0.0472091,0.00985442,-0.0291586,0.059008,0.0897707,0.0478294,0.0889693,0.0145524,-0.0037797,0.0893266,0.0675553,0.113994,-0.0285833,0.0989014,-0.158895,0.123669,-0.0184919,-0.03056,0.0200153,0.0343843,-0.0526505,-0.00249586,0.063352,0.170319,0.00434231,0.0124012,0.00825543,-0.130782,-0.17226,0.0795429,0.120754,0.107836,0.0206406,0.00747803,-0.173249,-0.0729826,-0.0775617,0.0277895,0.103731,-0.0123728,-0.0963778,0.290844,-0.106054,-0.12431,-0.0445818,
happy,0.099665,-0.098916,0.0159328,-0.0921943,0.0449714,-0.0583734,-0.0457066,0.10254,0.130261,0.0476639,0.237318,0.0245558,0.0198167,-0.0404804,0.116094,-0.177329,-0.0998993,-0.00822889,0.0179318,0.171466,-0.0645969,0.0269022,-0.0062375,-0.0169293,0.0177993,-0.158993,0.067457,-0.0124002,-0.0293985,0.010471,-0.0666808,-0.124852,-0.174425,0.115884,0.103587,0.0230958,0.0143066,0.0696203,-0.184576,0.114348,0.0463919,0.155457,0.0730617,0.0158864,0.111229,0.0134269,-0.0120558,-0.00915281,0.0348528,0.0259054,-0.0712174,-0.00587978,-0.0204722,0.0129405,-0.0947608,0.017887,0.0586217,-0.110795,-0.0344857,0.0809492,0.0319462,-0.172574,-0.0561371,-0.0138436,-0.0469478,-0.0344813,0.0292033,0.0633473,-0.00835138,-0.178332,0.033466,-0.0790953,-0.0601008,0.131218,0.0839158,-0.11443,-0.222803,-0.0184668,0.116741,0.067982,0.0116142,0.0639468,0.105628,-0.0587741,0.11458,-0.0765892,-0.0498405,-0.0335924,-0.0101394,0.11056,0.0141452,-0.114091,0.069467,0.0238455,0.0476234,0.00900647,0.000874173,0.010246,0.0879997,0.0631351,-0.0453238,-0.121049,-0.0103901,0.096679,0.0672841,-0.0547054,-0.0425889,0.0620694,-0.0871995,-0.0816973,0.0427962,-0.247798,0.103696,-0.0143797,-0.147438,-0.187381,0.0012832,-0.00888791,0.0384182,0.061404,0.0235042,0.0298161,0.0124537,-0.027612,0.218718,0.106922,-0.0571116,0.0971507,
one,0.143299,-0.0635524,-0.0084311,-0.0127841,-0.0958323,-0.139945,0.0708913,-0.0658185,-0.00268261,0.0145235,0.0878851,0.0490068,-0.0557836,0.0130088,0.0862182,-0.104708,-0.131654,0.0010532,-0.0886531,-0.0137914,0.0819279,-0.0165614,0.136441,-0.0346711,-0.0213104,-0.277323,0.0308709,0.108683,0.0179329,-0.163562,-0.0592729,0.0383216,0.0492902,-0.0418401,-0.130272,-0.0177861,-0.139456,0.13823,-0.128658,-0.0785443,-0.0417752,-0.0731284,-0.0892623,0.0748539,-0.116452,-0.094012,-0.078615,-0.0429014,-0.0331641,0.055502,-0.100687,-0.0327355,-0.0194523,-0.0169601,0.0852077,-0.0346258,0.0351325,0.165064,0.0333727,0.0159805,-0.00317724,-0.0752878,-0.0882515,-0.00491549,-0.0578878,-0.0250605,0.0204539,0.149995,0.0564956,-0.0145941,0.0545885,-0.0957545,0.0840665,0.0520696,-0.0865399,0.111933,0.0816583,-0.0489239,-0.0514073,0.0160735,-0.0103087,-0.0111098,0.108481,-0.00718246,0.0404835,-0.081979,0.132217,-0.0452359,-0.0770333,0.0330676,-0.064488,0.061709,0.00146511,0.0573613,0.00775949,-0.0385657,-0.130269,0.0204237,-0.0190733,-0.0788175,0.332136,-0.142841,0.150581,-0.0525834,0.0211001,-0.0665143,0.0346916,-0.0532485,0.0904891,0.0259481,-0.0827306,0.0687976,-0.0242371,0.0449691,-0.0388717,-0.207632,0.0132665,0.0641968,0.036877,0.124771,-0.141567,0.135161,-0.165301,0.00715214,0.159583,0.121129,-0.0344987,0.00835872,
two,-0.113128,-0.0891165,-0.0656331,0.0801468,-0.0834122,-0.0931531,0.0658605,-0.103501,-0.0696963,-0.0520391,-0.0297104,-0.0253829,0.0337609,-0.0632938,-0.0503918,0.035882,-0.100111,-0.0325179,0.0112433,0.210271,0.0268144,-0.00909196,0.113479,-0.00747969,0.00919057,-0.163081,-0.0132881,0.14797,0.0287268,-0.191422,0.021013,-0.0553238,0.00523387,-0.118422,-0.131228,-0.0214503,0.0625717,0.20823,-0.085841,-0.118096,0.0678686,0.0150614,-0.0088286,0.0702677,0.0217732,0.138989,-0.107636,-0.000164198,-0.134717,-0.0172845,-0.110423,-0.054025,-0.0456877,0.0799937,-0.0186084,0.0452386,0.0753211,0.0180774,-0.0512187,-0.0158664,-0.0195521,-0.0402506,-0.0415955,0.0645269,-0.0137199,-0.0641139,0.106823,-0.0518518,-0.112552,-0.0280359,0.109209,0.070165,0.0709102,0.125607,-0.0496943,0.160538,0.0686903,-0.0355045,-0.0500931,0.0115539,0.00247494,-0.0348487,0.157336,-0.0533122,0.00293763,0.0147638,0.0147245,0.100804,0.0119585,0.0425999,-0.020055,-0.0645743,-0.0391451,-0.0809547,-0.0244101,0.04397,-0.135629,-0.120869,-0.0809989,0.0175847,0.226782,-0.0906265,0.242456,0.000621574,-0.0733543,-0.054274,-0.0653602,-0.0158174,-0.0271873,0.00726173,-0.103578,0.0533502,0.0581984,0.0301607,0.0561974,-0.110096,0.0348647,0.0314679,-0.0299141,0.151586,-0.0833844,0.106975,0.0311297,0.0926604,0.343387,0.00817492,-0.0167695,-0.133481,
twitter,0.0345,-0.0982493,-0.0777594,0.0509018,0.32717,-0.0112634,0.0530828,-0.0481755,-0.00467739,0.0680503,-0.129975,-0.0741701,-0.0700266,-0.00902484,-0.0174468,-0.0404909,0.00944126,-0.00548401,-0.014971,-0.133409,0.0111985,0.0980243,0.0726802,-0.074775,-0.0111731,0.0462557,0.0777684,-0.172274,-0.00855704,-0.0160568,-0.061044,0.0468314,0.0464273,0.108625,0.0239125,-0.176571,-0.0419193,-0.0959964,0.147864,-0.0157809,0.115224,-0.0847958,0.103512,-0.00106783,0.0546422,-0.0232164,0.0633925,0.00544621,-0.0255926,0.119046,-0.0913286,0.0213594,0.157367,0.099067,-0.0360672,0.0138137,-0.00994725,-0.0359734,-0.037241,-0.117526,0.1161,-0.0083587,0.0200576,0.124703,0.0626609,0.0901952,0.102913,-0.055991,-0.0284937,0.0308239,0.0220874,0.0753346,0.0244279,-0.153445,-0.000184648,-0.0179343,0.0724635,-0.0769125,-0.078607,0.0477035,0.0490732,-0.0840866,0.0779179,-0.0276776,0.025267,0.0462849,0.055973,0.111775,0.0350373,0.0196303,0.0340061,0.0550437,-0.046958,0.00970537,0.0537365,-0.0241207,-0.0793666,-0.181275,0.0156392,0.0028936,0.491691,0.0293416,-0.169135,-0.0387959,0.085157,0.0326948,0.0641356,0.0552515,0.0199632,-0.00895586,0.018669,0.0503832,0.0807504,-0.0216801,-0.10497,0.0318874,-0.135796,0.059499,-0.055115,-0.0497266,0.0817753,0.0246094,0.0689303,-0.0732084,0.059862,0.0115135,-0.0690598,0.0204663,
pic,-0.0319579,-0.0309851,0.0627442,0.0061328,0.318159,0.0194568,-0.0429884,0.0141297,0.160141,0.0263173,-0.000438501,-0.00926538,0.0413543,0.122699,0.0586094,0.103533,0.085136,-0.110318,0.187004,-0.00819858,-0.1303,0.0530772,-0.0641958,-0.0687372,-0.0432161,0.00616058,0.115385,0.036481,-0.0102288,0.00893429,0.0227147,0.0735931,-0.034989,0.11632,-0.0138755,-0.00450038,0.00840372,-0.161007,-0.00398739,0.000408163,-0.0803362,-0.00298013,0.0348904,0.0557141,0.0913982,-0.0321481,-0.0400563,0.0814167,-0.0174964,-0.122249,0.00998039,-0.118228,-0.0392764,-0.175095,-0.0135324,0.0883639,0.0304666,0.0602927,0.0517893,0.0329769,0.0188098,-0.0158587,-0.0755221,-0.0234865,-0.000430489,0.0497011,0.00249636,0.0322622,0.108565,-0.0470596,0.068205,-0.0599931,0.150568,0.0174829,0.100187,-0.0195285,-0.0894669,-0.00212477,0.112181,-0.154169,-0.15942,-0.0814016,0.113448,0.130607,0.0172128,-0.00240062,-0.222072,0.057472,0.039938,0.0509118,0.115308,-0.0992693,0.00380408,0.0408968,-0.00334519,-0.0247242,-0.0717632,0.0503583,-0.113195,-0.0222489,0.215173,0.0876195,0.353906,0.0744918,-0.00626986,-0.14351,-0.0973422,0.0440504,-0.0131786,0.0574147,-0.024134,-0.0388962,0.115162,0.0771167,-0.10325,-0.0767732,0.0691878,-0.0271224,-0.0939798,0.133122,-0.0298754,0.0110665,-0.0682171,0.0520742,0.0104451,-0.0384023,-0.0556214,0.029061,
